EmployeeNumber,Age,Gender,Attrition,BusinessTravel,Department,JobRole,EducationField,MaritalStatus,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,StandardHours,DailyRate,HourlyRate,MonthlyRate,MonthlyIncome,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
770,35,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Information Technology,Single,6,4,1,3,80,587,45,17638,7689,1,3,1,0,Y,Yes,20,3,4,0,15,2,3,1,1,1,1
1072,25,Female,No,Travel_Rarely,Engineering,Devops Engineer,Information Technology,Divorced,2,4,1,2,80,788,53,17817,23322,1,5,2,7,Y,No,12,3,2,0,1,3,2,1,0,1,0
208,31,Male,No,Non-Travel,Sales,Sales Manager,Marketing,Single,13,2,1,3,80,1144,48,13169,5632,4,2,2,1,Y,No,25,3,3,1,12,2,2,7,0,4,2
35,48,Male,Yes,Travel_Rarely,Customer Support,Support Team Lead,Information Technology,Single,29,4,1,4,80,211,55,17085,5062,3,1,4,4,Y,Yes,22,3,1,1,25,2,2,6,1,6,3
703,32,Female,No,Non-Travel,Engineering,Unknown,Electrical Engineering,Divorced,13,4,1,3,80,418,33,6969,16657,1,5,4,4,Y,No,18,3,3,3,10,2,3,8,6,6,3
99,20,Male,No,Travel_Rarely,Sales,Account Manager,Marketing,Married,25,4,1,2,80,1317,67,10004,25000,2,5,2,1,Y,No,18,3,3,0,0,2,3,0,0,0,0
1087,33,Female,Yes,Travel_Rarely,Engineering,Software Engineer,Electrical Engineering,Married,2,3,1,2,80,314,55,26882,25000,3,5,1,8,Y,No,13,4,2,0,15,2,3,1,0,0,0
1142,40,Female,Yes,Travel_Rarely,Engineering,Devops Engineer,Computer Science,Single,4,1,1,4,80,134,71,11218,1200,3,1,2,6,Y,No,19,3,3,0,16,2,3,8,5,2,4
994,29,Male,No,Travel_Frequently,Product,Ux Designer,Information Technology,Divorced,5,3,1,3,80,529,48,15213,24576,4,5,4,9,Y,No,21,3,4,0,8,2,2,1,0,0,0
1330,35,Female,No,Travel_Rarely,Sales,Sales Executive,Business Administration,Married,26,2,1,3,80,206,30,12327,25000,3,5,4,6,Y,Yes,13,3,3,2,15,2,3,4,3,0,2
982,43,Female,No,Travel_Rarely,Engineering,Software Engineer,Unknown,Single,19,2,1,3,80,1282,75,3897,18187,2,4,2,9,Y,Yes,17,3,2,1,25,5,3,15,4,13,4
611,34,Female,Yes,Travel_Rarely,Engineering,Engineering Manager,Electrical Engineering,Married,17,3,1,4,80,1428,33,18193,5642,3,2,2,6,Y,No,12,3,4,1,15,0,3,8,5,3,0
260,20,Male,No,Travel_Rarely,Marketing,Marketing Specialist,Other,Divorced,24,3,1,3,80,1333,69,8695,21901,2,4,4,7,Y,Yes,20,3,1,0,3,2,4,2,0,2,0
1089,28,Male,No,Travel_Rarely,Engineering,Software Engineer,Other,Divorced,29,4,1,4,80,458,43,16336,5041,4,1,2,9,Y,No,22,3,2,0,8,1,2,4,1,1,1
397,33,Male,No,Travel_Rarely,Data & Analytics,Data Engineer,Statistics,Single,3,1,1,4,80,782,50,24187,18450,4,4,2,3,Y,No,19,3,2,0,14,2,2,5,3,5,2
800,48,Male,No,Travel_Rarely,Product,Ux Designer,Computer Science,Single,28,4,1,3,80,1449,31,3290,4466,1,3,2,7,Y,No,13,3,1,1,30,3,3,27,2,12,5
25,45,Female,No,Travel_Rarely,Product,Product Analyst,Business Administration,Single,2,3,1,3,80,508,43,6814,5781,2,3,1,9,Y,No,18,3,1,2,21,3,2,6,1,1,6
111,29,Male,Yes,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Business Administration,Divorced,13,4,1,2,80,235,79,8352,1887,1,1,1,6,Y,No,14,3,1,0,11,1,3,9,6,8,4
16,46,Male,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Other,Single,18,4,1,3,80,890,30,5233,7950,3,3,3,5,Y,No,19,3,4,1,27,3,3,20,12,1,1
1170,26,Female,No,Travel_Rarely,It Operations,It Manager,Computer Science,Married,3,3,1,3,80,1168,52,12339,14748,4,4,2,8,Y,No,19,3,2,0,2,2,3,2,2,2,1
368,32,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Electrical Engineering,Married,22,3,1,2,80,263,53,9779,11105,1,4,4,3,Y,No,17,3,2,1,13,3,3,12,12,11,1
205,25,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Information Technology,Married,16,2,1,2,80,1053,38,22066,15582,2,4,4,8,Y,No,20,4,1,0,3,3,3,0,0,0,0
148,32,Male,No,Travel_Rarely,Marketing,Marketing Specialist,Other,Married,17,2,1,1,80,1049,42,16105,5025,2,1,2,5,Y,No,21,3,3,0,13,2,3,2,1,0,1
390,39,Male,Yes,Travel_Rarely,Engineering,Devops Engineer,Computer Science,Single,9,3,1,2,80,641,31,2406,3289,1,1,3,8,Y,No,23,4,3,1,19,5,3,12,9,7,2
187,32,Male,No,Travel_Rarely,Customer Support,Support Team Lead,Unknown,Divorced,8,4,1,2,80,129,98,9785,5383,2,3,2,4,Y,Yes,13,3,1,1,14,4,2,6,3,3,5
502,26,Male,No,Travel_Frequently,Engineering,Engineering Manager,Computer Science,Unknown,24,3,1,4,80,1110,95,26687,13850,1,4,4,7,Y,Unknown,12,3,1,2,8,1,3,5,4,3,3
672,32,Male,No,Travel_Frequently,Marketing,Digital Marketing Manager,Other,Married,12,2,1,1,80,925,86,5071,18042,3,4,3,9,Y,No,21,3,3,1,16,2,3,3,2,0,0
957,20,Female,No,Travel_Frequently,Engineering,Devops Engineer,Software Engineering,Married,22,2,1,1,80,633,40,20286,9818,3,3,1,5,Y,Yes,18,3,2,0,0,4,3,0,0,0,0
706,49,Male,No,Non-Travel,Data & Analytics,Data Scientist,Data Science,Single,7,3,1,4,80,1074,32,10854,10128,3,3,2,9,Y,Yes,23,3,2,1,26,2,1,7,0,5,0
100,38,Female,No,Travel_Rarely,Product,Product Manager,Business Administration,Divorced,29,3,1,1,80,1220,62,19457,25000,1,5,1,4,Y,No,11,3,3,1,18,4,3,15,5,0,11
5,33,Male,Yes,Travel_Rarely,Data & Analytics,Data Analyst,Statistics,Married,27,4,1,2,80,472,83,13435,2707,3,1,4,3,Y,No,25,3,2,0,9,5,2,3,0,1,3
455,36,Female,Yes,Travel_Rarely,It Operations,It Manager,Other,Married,20,3,1,2,80,728,48,10984,16070,4,5,3,5,Y,No,16,3,1,1,16,3,3,0,0,0,0
47,25,Male,No,Travel_Rarely,Engineering,Software Engineer,Information Technology,Divorced,6,3,1,3,80,1081,83,15649,4039,2,1,2,7,Y,No,25,3,3,3,5,2,3,1,1,1,1
1437,31,Female,No,Non-Travel,Engineering,Software Engineer,Other,Single,15,1,1,1,80,480,58,25881,3014,3,2,2,8,Y,No,13,3,2,2,12,2,3,9,4,2,0
621,27,Female,No,Travel_Rarely,Product,Ux Designer,Computer Science,Divorced,10,4,1,3,80,426,89,23626,10809,3,3,2,2,Y,No,19,3,2,0,6,4,4,4,1,4,2
981,37,Female,No,Travel_Frequently,Human Resources,Talent Acquisition Specialist,Other,Single,10,4,1,4,80,1321,84,17115,9891,2,3,1,5,Y,Yes,15,3,3,1,19,4,3,13,2,8,7
961,35,Male,No,Travel_Rarely,Engineering,Engineering Manager,Information Technology,Single,15,3,1,1,80,396,84,3063,6814,4,3,4,4,Y,No,12,4,4,0,12,4,2,1,1,1,0
286,30,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Electrical Engineering,Married,13,2,1,1,80,623,46,6589,8588,2,4,2,6,Y,No,19,4,3,2,6,1,3,0,0,0,0
817,38,Male,No,Travel_Rarely,Engineering,Devops Engineer,Computer Science,Married,15,4,1,4,80,849,80,3181,6128,4,2,3,4,Y,No,12,4,2,2,18,3,3,3,3,2,1
1090,35,Female,No,Travel_Rarely,Engineering,Devops Engineer,Other,Divorced,16,4,1,1,80,1180,51,22200,4694,1,1,3,1,Y,Yes,17,3,4,2,13,2,2,12,6,8,3
598,29,Female,No,Travel_Rarely,Human Resources,Hr Executive,Business Administration,Single,23,3,1,2,80,1041,97,18374,9287,4,3,4,1,Y,Yes,24,3,1,1,13,4,3,5,1,1,0
784,21,Female,No,Non-Travel,Engineering,Qa Engineer,Software Engineering,Married,21,4,1,4,80,1243,42,19720,3585,4,1,4,8,Y,No,11,3,3,0,0,3,2,0,0,0,0
242,49,Female,Yes,Travel_Rarely,Product,Product Manager,Other,Married,28,4,1,3,80,132,68,7691,4156,3,1,3,9,Y,Yes,14,3,1,2,26,2,3,12,11,4,3
1075,46,Female,No,Travel_Frequently,Sales,Sales Executive,Marketing,Married,17,2,1,4,80,766,56,22674,1645,2,1,1,5,Y,No,20,3,1,1,27,3,3,6,1,4,6
644,36,Male,No,Travel_Frequently,Customer Support,Support Team Lead,Computer Science,Single,26,2,1,2,80,469,54,26837,7091,2,2,2,1,Y,Yes,23,3,3,0,18,2,3,11,10,0,0
114,45,Female,No,Travel_Frequently,Marketing,Content Strategist,Marketing,Single,1,3,1,3,80,207,80,10874,3189,2,2,4,3,Y,No,13,3,2,1,25,2,2,24,3,3,23
501,32,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Business Administration,Married,20,3,1,4,80,1102,61,8910,4956,4,1,4,5,Y,No,13,4,3,0,12,3,2,10,4,9,9
52,32,Male,No,Travel_Rarely,Engineering,Devops Engineer,Electrical Engineering,Single,16,4,1,3,80,558,82,20444,15739,3,4,2,3,Y,Yes,14,3,2,0,12,4,0,10,0,1,4
867,32,Female,Yes,Travel_Rarely,Sales,Sales Executive,Marketing,Single,6,3,1,1,80,990,61,3550,21683,2,5,4,7,Y,No,20,3,4,1,10,2,1,9,8,6,1
1395,37,Female,Yes,Travel_Frequently,Marketing,Content Strategist,Marketing,Single,26,2,1,1,80,779,78,4819,3463,4,1,1,0,Y,No,11,4,3,0,18,3,4,5,1,4,3
1268,41,Male,Yes,Travel_Rarely,Engineering,Senior Software Engineer,Software Engineering,Single,1,3,1,3,80,880,62,16350,4910,1,2,1,8,Y,Yes,11,3,4,0,24,1,2,7,5,5,1
327,23,Female,Yes,Travel_Rarely,Engineering,Engineering Manager,Software Engineering,Married,19,3,1,1,80,696,60,5355,3589,1,1,1,7,Y,Yes,25,3,2,2,3,3,3,3,2,2,2
733,38,Male,No,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Business Administration,Married,2,4,1,1,80,731,35,25392,3467,4,1,2,7,Y,No,25,3,4,1,18,3,3,3,2,0,3
1200,32,Female,Yes,Travel_Frequently,Sales,Sales Manager,Marketing,Single,24,4,1,4,80,782,70,15477,3911,3,1,2,0,Y,No,24,4,1,1,12,3,2,7,7,5,7
1138,40,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Software Engineering,Single,9,2,1,1,80,1090,42,12896,9990,3,3,3,1,Y,Yes,23,3,3,0,22,3,2,11,5,10,10
573,48,Male,Yes,Travel_Rarely,Engineering,Qa Engineer,Electrical Engineering,Divorced,25,2,1,2,80,628,98,4405,1992,4,1,3,6,Y,Unknown,18,3,2,1,32,3,3,22,19,21,19
937,38,Male,Yes,Travel_Rarely,Human Resources,Talent Acquisition Specialist,Other,Single,18,2,1,3,80,685,57,13244,17084,3,4,4,9,Y,No,14,3,3,0,19,0,3,8,7,6,4
351,36,Female,No,Travel_Rarely,Engineering,Engineering Manager,Information Technology,Single,13,4,1,3,80,1354,61,5677,3207,4,1,4,3,Y,No,24,4,1,3,16,3,4,8,8,3,8
588,35,Female,No,Travel_Rarely,Sales,Sales Manager,Business Administration,Divorced,29,1,1,2,80,700,90,20566,5449,3,2,1,2,Y,No,13,3,3,1,13,2,3,13,9,12,11
364,47,Female,Yes,Travel_Rarely,Engineering,Software Engineer,Software Engineering,Married,11,3,1,3,80,1146,84,23371,6694,2,2,1,6,Y,Yes,24,3,3,1,30,1,3,22,16,20,6
165,34,Male,No,Travel_Rarely,It Operations,It Manager,Other,Single,24,4,1,2,80,256,80,14768,14049,4,3,2,8,Y,No,14,4,3,1,15,2,2,3,1,0,0
1449,25,Male,No,Travel_Rarely,Engineering,Engineering Manager,Computer Science,Married,6,4,1,3,80,1116,57,10683,9204,1,3,4,2,Y,No,19,3,3,0,6,4,3,4,4,4,0
752,39,Female,No,Travel_Rarely,Engineering,Senior Software Engineer,Unknown,Divorced,28,4,1,1,80,473,30,22973,7956,1,2,4,8,Y,No,24,3,3,2,17,1,2,3,3,0,0
1105,37,Male,Yes,Travel_Rarely,Data & Analytics,Data Analyst,Data Science,Divorced,25,3,1,1,80,353,92,7283,4401,1,2,4,8,Y,No,20,4,1,0,17,4,1,4,0,4,1
341,32,Male,Yes,Travel_Rarely,Customer Support,Technical Support Engineer,Computer Science,Married,8,3,1,3,80,1288,94,16730,5086,1,2,3,7,Y,No,17,4,1,1,13,2,3,7,6,3,6
279,27,Female,No,Travel_Rarely,Product,Ux Designer,Other,Divorced,5,3,1,2,80,828.5,99,15178,7264,2,2,2,4,Y,No,24,4,2,3,4,3,3,1,0,1,0
1204,35,Male,Yes,Travel_Frequently,Engineering,Software Engineer,Software Engineering,Single,12,4,1,2,80,127,45,11867,7547,4,3,1,8,Y,Yes,17,3,2,0,15,6,3,9,9,4,4
493,22,Male,Yes,Travel_Rarely,Engineering,Qa Engineer,Other,Single,23,3,1,2,80,211,51,11120,4527,4,1,4,8,Y,No,13,3,2,2,3,2,3,3,0,1,2
1347,30,Female,No,Travel_Rarely,Product,Product Analyst,Business Administration,Married,8,3,1,1,80,453,64,10405,18558,3,4,3,0,Y,Yes,19,3,1,2,7,2,2,7,5,2,2
21,28,Male,No,Travel_Rarely,It Operations,It Manager,Electrical Engineering,Married,13,4,1,4,80,460,75,16450,12034,2,3,3,3,Y,Yes,17,3,3,0,8,1,3,1,0,1,1
1153,40,Male,Yes,Travel_Rarely,Data & Analytics,Data Scientist,Computer Science,Single,26,4,1,4,80,782,32,4714,10506,4,4,1,7,Y,Yes,12,3,2,0,17,4,3,11,8,4,6
714,47,Male,No,Travel_Rarely,Engineering,Engineering Manager,Software Engineering,Unknown,2,4,1,4,80,491,56,26947,4394,4,1,1,1,Y,No,20,3,4,3,26,1,4,17,15,15,17
1381,20,Female,No,Travel_Rarely,Engineering,Qa Engineer,Computer Science,Married,10,4,1,1,80,1416,78,14145,4944,4,2,4,3,Y,No,21,4,2,1,1,2,3,0,0,0,0
508,44,Male,No,Travel_Rarely,Sales,Sales Executive,Marketing,Married,21,4,1,4,80,385,51,19655,3975,3,1,2,9,Y,Yes,25,3,4,1,28,2,3,12,7,11,1
264,33,Female,No,Travel_Rarely,Engineering,Qa Engineer,Software Engineering,Divorced,29,3,1,4,80,1170,70,16299,21882,2,5,4,9,Y,Yes,25,4,3,1,15,1,2,11,8,11,5
158,45,Female,No,Travel_Rarely,Product,Product Manager,Computer Science,Divorced,21,4,1,3,80,1220,99,24490,4056,4,1,2,5,Y,Yes,16,3,2,0,28,4,3,18,15,11,7
408,37,Male,Yes,Travel_Rarely,Sales,Sales Executive,Marketing,Married,14,1,1,1,80,783,43,6860,18689,3,4,4,4,Y,No,12,4,2,1,17,4,2,10,10,2,10
678,42,Female,Yes,Travel_Rarely,Sales,Sales Executive,Other,Divorced,28,2,1,3,80,1457,95,17389,11360,2,3,4,9,Y,Yes,12,3,4,1,23,5,3,8,0,4,4
27,22,Female,Yes,Travel_Rarely,Engineering,Qa Engineer,Computer Science,Divorced,14,3,1,3,80,1364,66,18272,3279,4,1,2,8,Y,No,21,4,4,1,3,2,2,2,2,2,1
1367,47,Male,No,Travel_Rarely,Engineering,Qa Engineer,Software Engineering,Married,21,5,1,1,80,316,73,6594,7498,2,2,2,2,Y,No,21,3,4,1,28,5,3,1,1,1,0
253,33,Male,Yes,Travel_Rarely,Customer Support,Support Team Lead,Computer Science,Single,6,4,1,4,80,1456,33,12252,7877,2,3,2,0,Y,Yes,25,3,4,0,16,3,3,6,4,3,0
295,44,Female,No,Travel_Rarely,Engineering,Devops Engineer,Electrical Engineering,Married,4,4,1,3,80,791,60,24261,2474,3,1,2,0,Y,No,13,3,1,2,21,2,2,6,4,3,6
884,27,Female,Yes,Travel_Frequently,Engineering,Senior Software Engineer,Electrical Engineering,Married,22,2,1,4,80,108,76,7677,5807,2,1,4,7,Y,Yes,11,3,2,1,6,4,1,4,4,0,1
507,32,Female,No,Travel_Rarely,Engineering,Qa Engineer,Software Engineering,Married,2,1,1,3,80,1118,33,21907,11465,2,3,2,7,Y,Yes,12,3,1,2,11,4,3,6,4,3,4
519,34,Male,No,Travel_Rarely,Engineering,Unknown,Information Technology,Divorced,3,4,1,4,80,1202,88,14960,4213,4,2,4,6,Y,Yes,19,3,1,1,13,3,3,9,3,6,7
1317,35,Male,No,Travel_Rarely,Engineering,Qa Engineer,Information Technology,Married,6,3,1,4,80,1265,53,4842,5935,2,2,3,9,Y,Yes,14,4,2,0,15,6,3,3,2,0,0
1009,28,Female,No,Non-Travel,Customer Support,Technical Support Engineer,Information Technology,Married,1,3,1,1,80,107,79,18124,3437,3,1,4,6,Y,Yes,23,3,4,0,6,1,1,5,1,3,4
913,27,Female,Yes,Travel_Rarely,Product,Ux Designer,Information Technology,Single,11,4,1,1,80,325,52,11930,3938,1,2,3,4,Y,No,18,3,4,1,4,2,4,0,0,0,0
1167,32,Male,No,Travel_Frequently,Sales,Account Manager,Computer Science,Married,14,4,1,2,80,1041,53,4485,4254,4,1,3,5,Y,Yes,16,4,3,3,12,0,3,8,8,8,6
557,28,Male,Yes,Travel_Rarely,Sales,Sales Executive,Business Administration,Single,8,3,1,1,80,297,50,10643,2932,1,1,2,7,Y,No,20,3,1,0,9,3,3,2,1,1,2
129,44,Female,No,Travel_Frequently,Engineering,Qa Engineer,Computer Science,Married,5,4,1,2,80,183,41,17095,3202,3,1,2,8,Y,No,19,3,2,1,22,2,3,0,0,0,0
829,37,Female,No,Travel_Rarely,Engineering,Devops Engineer,Information Technology,Single,3,4,1,1,80,799,36,20627,2968,2,1,4,2,Y,Yes,16,3,3,1,16,3,3,5,3,0,0
1203,20,Female,No,Travel_Rarely,Sales,Sales Executive,Computer Science,Single,26,3,1,4,80,242,56,7576,4278,4,1,2,3,Y,No,23,4,2,0,0,2,2,0,0,0,0
1173,36,Female,No,Travel_Rarely,Engineering,Qa Engineer,Electrical Engineering,Single,16,3,1,2,80,329,79,8944,4216,4,1,3,9,Y,Yes,12,3,1,2,16,6,3,10,6,4,1
432,30,Male,Yes,Non-Travel,Human Resources,Hr Manager,Human Resources,Single,14,3,1,4,80,1211,43,8778,5956,3,2,1,8,Y,No,14,3,4,0,8,2,1,7,7,3,3
587,20,Male,No,Travel_Rarely,Sales,Sales Manager,Business Administration,Single,4,4,1,1,80,575,44,22102,7613,2,3,1,7,Y,No,15,3,3,0,0,5,1,0,0,0,0
838,33,Male,No,Travel_Frequently,Engineering,Software Engineer,Other,Married,22,4,1,2,80,1276,57,2144,7804,3,2,2,1,Y,Yes,16,3,2,2,10,3,3,8,5,3,1
919,26,Male,No,Travel_Frequently,Customer Support,Customer Support Specialist,Other,Married,28,3,1,4,80,1013,98,10839,4734,3,2,4,6,Y,No,13,4,2,1,7,5,3,3,3,1,3
1383,28,Female,No,Travel_Rarely,Data & Analytics,Data Engineer,Computer Science,Single,4,3,1,2,80,1097,40,17028,5086,4,2,3,7,Y,No,12,3,2,0,4,3,2,2,2,0,1
285,50,Female,No,Travel_Rarely,Marketing,Marketing Specialist,Business Administration,Single,1,3,1,1,80,464,59,3135,16648,3,4,4,1,Y,No,18,3,1,1,30,6,3,30,21,17,17
1217,23,Male,Yes,Travel_Frequently,Data & Analytics,Data Scientist,Information Technology,Single,23,4,1,3,80,1445,84,9736,4972,4,2,4,3,Y,No,22,3,1,1,7,1,3,6,5,6,0
379,20,Male,Yes,Travel_Rarely,Sales,Account Manager,Computer Science,Married,28,4,1,4,80,374,75,5239,3234,1,1,4,0,Y,No,21,3,2,1,2,4,4,2,0,2,2
329,48,Female,Yes,Non-Travel,Human Resources,Hr Manager,Human Resources,Married,11,3,1,3,80,468,94,24708,5870,2,2,2,4,Y,Yes,11,3,1,0,26,1,2,12,5,3,4
582,43,Male,No,Travel_Rarely,Engineering,Senior Software Engineer,Information Technology,Married,3,2,1,4,80,1001,94,5931,10859,3,3,4,9,Y,Yes,13,3,3,0,26,2,3,3,1,1,3
651,33,Female,No,Travel_Rarely,Customer Support,Technical Support Engineer,Information Technology,Single,25,3,1,4,80,897,56,3113,2572,2,1,4,3,Y,No,16,3,4,1,10,4,2,10,2,5,2
152,26,Female,No,Travel_Rarely,Engineering,Engineering Manager,Computer Science,Married,21,3,1,3,80,1413,87,20913,3276,3,1,1,6,Y,No,11,3,1,2,7,5,4,0,0,0,0
28,20,Male,No,Travel_Rarely,Marketing,Digital Marketing Manager,Other,Married,14,4,1,1,80,676,35,8047,1946,3,1,3,8,Y,No,22,3,4,2,0,1,4,0,0,0,0
1337,25,Female,No,Travel_Frequently,Marketing,Content Strategist,Marketing,Married,28,1,1,2,80,990,76,8640,5543,4,2,2,2,Y,No,20,3,4,1,8,2,3,0,0,0,0
717,25,Male,Yes,Travel_Rarely,Engineering,Software Engineer,Software Engineering,Married,24,4,1,3,80,1165,84,17175,5172,4,2,1,2,Y,No,24,3,2,0,5,3,3,0,0,0,0
747,41,Male,No,Travel_Frequently,Engineering,Software Engineer,Electrical Engineering,Married,11,4,1,3,80,149,58,20488,4932,1,3,3,5,Y,No,11,3,1,0,21,3,4,20,10,19,13
713,40,Male,Yes,Travel_Rarely,Engineering,Engineering Manager,Software Engineering,Single,16,2,1,4,80,1316,38,15991,22537,2,5,2,0,Y,Yes,11,3,3,1,20,4,2,2,0,2,2
852,26,Male,No,Travel_Rarely,Product,Ux Designer,Computer Science,Married,23,2,1,4,80,863,47,6053,6397,1,2,1,2,Y,No,23,3,3,2,7,1,3,5,3,0,5
1271,20,Male,No,Travel_Frequently,Sales,Account Manager,Business Administration,Married,13,4,1,1,80,696,75,24245,7730,1,3,3,6,Y,No,11,3,1,0,0,2,1,0,0,0,0
949,27,Female,Yes,Travel_Rarely,Data & Analytics,Data Scientist,Statistics,Married,23,3,1,3,80,227,91,2825,5431,2,2,3,2,Y,Yes,25,4,2,1,8,1,3,1,1,1,0
894,45,Male,No,Travel_Rarely,Product,Product Manager,Other,Married,1,2,1,3,80,1368,93,15943,4668,4,1,2,9,Y,No,13,3,1,3,27,2,1,3,1,2,3
109,36,Male,No,Travel_Rarely,Engineering,Qa Engineer,Electrical Engineering,Married,22,4,1,3,80,930,97,11499,7409,2,2,4,0,Y,Yes,19,3,4,1,15,2,3,6,4,1,1
771,36,Female,No,Travel_Rarely,Customer Support,Customer Support Specialist,Other,Single,18,4,1,4,80,449,34,21507,5390,3,1,4,0,Y,No,18,3,2,1,17,4,2,1,1,1,1
532,33,Male,No,Travel_Rarely,Product,Product Analyst,Information Technology,Married,12,4,1,3,80,1476,75,17015,4675,2,1,2,4,Y,Yes,12,3,1,1,13,3,3,2,2,1,2
1421,32,Female,No,Travel_Rarely,Engineering,Qa Engineer,Software Engineering,Divorced,6,3,1,2,80,224,76,26018,3987,2,1,4,2,Y,No,12,3,3,1,11,5,3,11,2,4,11
387,27,Male,No,Non-Travel,Sales,Sales Executive,Other,Divorced,29,2,1,1,80,382,68,7312,6016,2,2,4,1,Y,No,22,3,4,3,5,3,3,1,1,0,1
735,23,Male,No,Travel_Rarely,It Operations,Unknown,Other,Married,27,4,1,3,80,427,96,16564,10118,3,4,1,0,Y,No,21,3,3,1,1,3,3,1,1,1,1
1287,27,Male,No,Travel_Rarely,Product,Product Analyst,Unknown,Single,1,4,1,3,80,564,87,10146,9319,2,2,2,0,Y,No,24,3,3,1,7,2,3,6,0,0,3
1418,48,Female,No,Travel_Rarely,Sales,Sales Executive,Marketing,Married,2,3,1,1,80,974,87,17577,4059,1,1,1,8,Y,Yes,19,3,1,0,27,2,4,12,9,10,6
1398,45,Male,No,Travel_Rarely,Product,Ux Designer,Computer Science,Divorced,10,3,1,3,80,115,44,22758,4285,4,1,2,7,Y,No,13,3,4,1,25,3,3,17,11,9,9
926,32,Male,Yes,Travel_Rarely,It Operations,System Administrator,Information Technology,Single,28,5,1,4,80,1351,92,8409,10927,2,4,2,1,Y,No,20,3,1,1,12,1,2,1,1,0,0
355,33,Male,Yes,Travel_Rarely,Sales,Sales Executive,Other,Married,1,2,1,2,80,1463,45,12607,24851,1,5,2,9,Y,Yes,16,4,4,3,15,6,2,6,5,0,1
810,27,Male,No,Travel_Frequently,Engineering,Qa Engineer,Information Technology,Single,28,2,1,1,80,375,54,3712,4069,2,1,3,4,Y,No,14,4,3,3,7,3,4,6,0,0,1
769,27,Female,No,Travel_Rarely,Human Resources,Unknown,Human Resources,Married,11,3,1,3,80,748,52,23843,6385,2,2,3,3,Y,No,18,3,4,3,5,4,0,3,2,2,0
514,27,Male,No,Travel_Rarely,Human Resources,Hr Manager,Business Administration,Married,6,3,1,4,80,365,51,6999,3732,4,1,3,7,Y,Yes,18,3,2,1,5,4,3,0,0,0,0
984,24,Male,Yes,Travel_Rarely,Marketing,Marketing Specialist,Marketing,Single,4,1,1,4,80,213,84,6876,3235,4,1,4,4,Y,No,24,3,1,1,4,4,3,0,0,0,0
1329,33,Male,No,Travel_Rarely,Engineering,Engineering Manager,Information Technology,Married,24,3,1,3,80,1446,85,20070,7317,3,3,4,5,Y,Yes,21,3,2,2,11,4,1,10,5,0,2
362,41,Female,No,Travel_Rarely,Marketing,Marketing Specialist,Business Administration,Divorced,20,3,1,4,80,392,72,15537,25000,4,5,1,4,Y,No,24,3,1,1,20,3,4,3,0,0,3
620,45,Male,No,Travel_Rarely,Data & Analytics,Data Engineer,Computer Science,Married,15,4,1,4,80,314,78,7555,3652,3,1,2,7,Y,Yes,23,3,2,0,23,4,3,20,3,6,5
682,33,Male,No,Travel_Rarely,Engineering,Software Engineer,Computer Science,Divorced,4,3,1,4,80,1364,96,25601,7508,3,3,3,9,Y,No,24,3,3,3,11,2,3,6,3,2,1
384,33,Female,No,Travel_Rarely,Product,Product Analyst,Computer Science,Married,8,2,1,2,80,569,32,20830,6737,1,2,3,0,Y,No,22,3,3,1,12,3,2,9,4,9,7
1333,37,Male,No,Travel_Frequently,Customer Support,Support Team Lead,Information Technology,Married,7,5,1,1,80,278,80,18945,20937,1,5,3,6,Y,Yes,25,3,1,0,17,3,1,12,6,12,1
171,24,Female,No,Travel_Rarely,Engineering,Software Engineer,Other,Married,24,1,1,3,80,832,94,12464,8045,2,2,4,0,Y,Yes,18,3,1,2,0,5,4,0,0,0,0
1152,34,Female,No,Travel_Rarely,Engineering,Senior Software Engineer,Electrical Engineering,Single,15,2,1,3,80,1357,99,21791,5474,3,2,3,2,Y,No,15,3,2,1,17,6,3,9,1,7,2
1132,39,Male,Yes,Travel_Rarely,Sales,Sales Executive,Business Administration,Single,29,3,1,1,80,618,93,23179,7581,4,3,1,4,Y,No,25,3,4,0,22,4,3,13,10,7,4
413,33,Female,No,Travel_Rarely,Engineering,Senior Software Engineer,Computer Science,Married,26,3,1,2,80,1035,43,25891,12503,3,4,3,8,Y,Yes,20,3,2,1,16,2,3,3,2,1,2
265,35,Male,No,Non-Travel,Customer Support,Customer Support Specialist,Business Administration,Married,13,1,1,4,80,1085,96,22582,12542,3,3,1,1,Y,Yes,17,4,3,2,14,1,3,1,1,0,1
